id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens,pos_tags,entities
3198,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Neutral,Medium,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']","['offer', 'discounts', 'educational', 'institutions', 'non', 'profit', 'organizations']","['offer', 'discount', 'educational', 'institution', 'non', 'profit', 'organization']","[('offer', 'NN'), ('discount', 'NN'), ('educational', 'JJ'), ('institution', 'NN'), ('non', 'NN'), ('profit', 'NN'), ('organization', 'NN')]",[]
3199,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,Critical,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']","['feel', 'cheated', 'company', 'subscription', 'auto', 'renewed', 'without', 'consent', 'prior', 'notification']","['feel', 'cheated', 'company', 'subscription', 'auto', 'renewed', 'without', 'consent', 'prior', 'notification']","[('feel', 'NN'), ('cheated', 'VBD'), ('company', 'NN'), ('subscription', 'NN'), ('auto', 'NN'), ('renewed', 'VBN'), ('without', 'IN'), ('consent', 'NN'), ('prior', 'JJ'), ('notification', 'NN')]",[]
3200,I am unable to download my invoice for the month of February. The download button is not working.,Billing,Negative,Medium,18,i am unable to download my invoice for the month of february the download button is not working,"['i', 'am', 'unable', 'to', 'download', 'my', 'invoice', 'for', 'the', 'month', 'of', 'february', 'the', 'download', 'button', 'is', 'not', 'working']","['unable', 'download', 'invoice', 'month', 'february', 'download', 'button', 'working']","['unable', 'download', 'invoice', 'month', 'february', 'download', 'button', 'working']","[('unable', 'JJ'), ('download', 'NN'), ('invoice', 'JJ'), ('month', 'NN'), ('february', 'JJ'), ('download', 'NN'), ('button', 'NN'), ('working', 'VBG')]","[{'text': 'the month of February', 'label': 'DATE'}]"
3201,I have been experiencing frequent session timeouts every 20 minutes even while actively using the app.,Technical,Negative,Critical,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'actively', 'using', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minute', 'even', 'actively', 'using', 'app']","[('experiencing', 'VBG'), ('frequent', 'JJ'), ('session', 'NN'), ('timeouts', 'NNS'), ('every', 'DT'), ('minute', 'NN'), ('even', 'RB'), ('actively', 'RB'), ('using', 'VBG'), ('app', 'NN')]","[{'text': 'every 20 minutes', 'label': 'TIME'}]"
3202,I have raised this issue 5 times through different channels and still have not received a solution.,Complaint,Neutral,High,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']","['raised', 'issue', 'times', 'different', 'channels', 'still', 'received', 'solution']","['raised', 'issue', 'time', 'different', 'channel', 'still', 'received', 'solution']","[('raised', 'VBN'), ('issue', 'NN'), ('time', 'NN'), ('different', 'JJ'), ('channel', 'NN'), ('still', 'RB'), ('received', 'VBD'), ('solution', 'NN')]","[{'text': '5', 'label': 'CARDINAL'}]"
3203,I am unable to export my data in CSV format. The export button does not respond when clicked.,Technical,Negative,High,18,i am unable to export my data in csv format the export button does not respond when clicked,"['i', 'am', 'unable', 'to', 'export', 'my', 'data', 'in', 'csv', 'format', 'the', 'export', 'button', 'does', 'not', 'respond', 'when', 'clicked']","['unable', 'export', 'data', 'csv', 'format', 'export', 'button', 'respond', 'clicked']","['unable', 'export', 'data', 'csv', 'format', 'export', 'button', 'respond', 'clicked']","[('unable', 'JJ'), ('export', 'NN'), ('data', 'NNS'), ('csv', 'NNS'), ('format', 'VBP'), ('export', 'NN'), ('button', 'NN'), ('respond', 'NN'), ('clicked', 'VBD')]","[{'text': 'CSV', 'label': 'ORG'}]"
3204,Please help me transfer my account data to a new account that I have created with a different email.,Account,Negative,Critical,19,please help me transfer my account data to a new account that i have created with a different email,"['please', 'help', 'me', 'transfer', 'my', 'account', 'data', 'to', 'a', 'new', 'account', 'that', 'i', 'have', 'created', 'with', 'a', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']","[('please', 'VB'), ('help', 'NN'), ('transfer', 'VB'), ('account', 'NN'), ('data', 'NNS'), ('new', 'JJ'), ('account', 'NN'), ('created', 'VBD'), ('different', 'JJ'), ('email', 'NN')]",[]
3205,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Neutral,Critical,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graphs', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graph', 'displaying']","[('dashboard', 'RB'), ('loading', 'VBG'), ('properly', 'RB'), ('internet', 'JJ'), ('explorer', 'NN'), ('graph', 'NN'), ('displaying', 'VBG')]",[]
3206,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Negative,High,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graphs', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graph', 'displaying']","[('dashboard', 'RB'), ('loading', 'VBG'), ('properly', 'RB'), ('internet', 'JJ'), ('explorer', 'NN'), ('graph', 'NN'), ('displaying', 'VBG')]",[]
3207,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Negative,High,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']","['account', 'locked', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'immediately']","['account', 'locked', 'multiple', 'failed', 'login', 'attempt', 'please', 'unlock', 'immediately']","[('account', 'NN'), ('locked', 'VBD'), ('multiple', 'JJ'), ('failed', 'VBD'), ('login', 'JJ'), ('attempt', 'JJ'), ('please', 'NN'), ('unlock', 'NN'), ('immediately', 'RB')]",[]
3208,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Positive,Medium,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","[('process', 'NN'), ('requesting', 'VBG'), ('custom', 'JJ'), ('feature', 'NN'), ('reporting', 'VBG'), ('product', 'NN'), ('bug', 'NN'), ('team', 'NN')]",[]
3209,The browser extension is conflicting with other extensions and causing my browser to crash.,Technical,Neutral,High,14,the browser extension is conflicting with other extensions and causing my browser to crash,"['the', 'browser', 'extension', 'is', 'conflicting', 'with', 'other', 'extensions', 'and', 'causing', 'my', 'browser', 'to', 'crash']","['browser', 'extension', 'conflicting', 'extensions', 'causing', 'browser', 'crash']","['browser', 'extension', 'conflicting', 'extension', 'causing', 'browser', 'crash']","[('browser', 'NN'), ('extension', 'NN'), ('conflicting', 'VBG'), ('extension', 'NN'), ('causing', 'VBG'), ('browser', 'NN'), ('crash', 'NN')]",[]
3210,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,Critical,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']","[('access', 'NN'), ('account', 'NN'), ('changed', 'VBD'), ('phone', 'NN'), ('number', 'NN'), ('otp', 'NN'), ('going', 'VBG'), ('old', 'JJ'), ('number', 'NN')]","[{'text': 'OTP', 'label': 'ORG'}]"
3211,Please deactivate my account as I no longer wish to use your services. Delete all my personal data.,Account,Negative,High,18,please deactivate my account as i no longer wish to use your services delete all my personal data,"['please', 'deactivate', 'my', 'account', 'as', 'i', 'no', 'longer', 'wish', 'to', 'use', 'your', 'services', 'delete', 'all', 'my', 'personal', 'data']","['please', 'deactivate', 'account', 'longer', 'wish', 'use', 'services', 'delete', 'personal', 'data']","['please', 'deactivate', 'account', 'longer', 'wish', 'use', 'service', 'delete', 'personal', 'data']","[('please', 'VB'), ('deactivate', 'NN'), ('account', 'NN'), ('longer', 'RB'), ('wish', 'JJ'), ('use', 'NN'), ('service', 'NN'), ('delete', 'JJ'), ('personal', 'JJ'), ('data', 'NNS')]",[]
3212,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,High,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']","['feel', 'cheated', 'company', 'subscription', 'auto', 'renewed', 'without', 'consent', 'prior', 'notification']","['feel', 'cheated', 'company', 'subscription', 'auto', 'renewed', 'without', 'consent', 'prior', 'notification']","[('feel', 'NN'), ('cheated', 'VBD'), ('company', 'NN'), ('subscription', 'NN'), ('auto', 'NN'), ('renewed', 'VBN'), ('without', 'IN'), ('consent', 'NN'), ('prior', 'JJ'), ('notification', 'NN')]",[]
3213,I would love to have a bulk action feature that allows me to update multiple records at once.,Feedback,Negative,Low,18,i would love to have a bulk action feature that allows me to update multiple records at once,"['i', 'would', 'love', 'to', 'have', 'a', 'bulk', 'action', 'feature', 'that', 'allows', 'me', 'to', 'update', 'multiple', 'records', 'at', 'once']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'records']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'record']","[('would', 'MD'), ('love', 'VB'), ('bulk', 'JJ'), ('action', 'NN'), ('feature', 'NN'), ('allows', 'VBZ'), ('update', 'JJ'), ('multiple', 'NN'), ('record', 'NN')]",[]
3214,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Negative,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']","['pdf', 'reports', 'generating', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'text', 'downloaded', 'file']","['pdf', 'report', 'generating', 'incorrect', 'data', 'formatting', 'number', 'appear', 'text', 'downloaded', 'file']","[('pdf', 'JJ'), ('report', 'NN'), ('generating', 'VBG'), ('incorrect', 'JJ'), ('data', 'NNS'), ('formatting', 'VBG'), ('number', 'NN'), ('appear', 'VBP'), ('text', 'NN'), ('downloaded', 'VBN'), ('file', 'NN')]","[{'text': 'PDF', 'label': 'ORG'}]"
3215,I have been waiting for a resolution for 7 days and no one has bothered to follow up with me.,Complaint,Neutral,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']","['waiting', 'resolution', 'days', 'one', 'bothered', 'follow']","['waiting', 'resolution', 'day', 'one', 'bothered', 'follow']","[('waiting', 'VBG'), ('resolution', 'NN'), ('day', 'NN'), ('one', 'CD'), ('bothered', 'VBN'), ('follow', 'NN')]","[{'text': '7 days', 'label': 'DATE'}]"
3216,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Low,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","[('process', 'NN'), ('requesting', 'VBG'), ('custom', 'JJ'), ('feature', 'NN'), ('reporting', 'VBG'), ('product', 'NN'), ('bug', 'NN'), ('team', 'NN')]",[]
3217,"The installation technician who visited my home on June 1, 2026 was unprofessional and left a mess.",Complaint,Negative,High,17,the installation technician who visited my home on june was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'june', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']","['installation', 'technician', 'visited', 'home', 'june', 'unprofessional', 'left', 'mess']","['installation', 'technician', 'visited', 'home', 'june', 'unprofessional', 'left', 'mess']","[('installation', 'NN'), ('technician', 'NN'), ('visited', 'VBD'), ('home', 'NN'), ('june', 'NN'), ('unprofessional', 'JJ'), ('left', 'VBD'), ('mess', 'NN')]","[{'text': 'June 1, 2026', 'label': 'DATE'}]"
3218,The EMI deduction of $299 failed this month. Please help me complete the payment.,Billing,Neutral,High,14,the emi deduction of failed this month please help me complete the payment,"['the', 'emi', 'deduction', 'of', 'failed', 'this', 'month', 'please', 'help', 'me', 'complete', 'the', 'payment']","['emi', 'deduction', 'failed', 'month', 'please', 'help', 'complete', 'payment']","['emi', 'deduction', 'failed', 'month', 'please', 'help', 'complete', 'payment']","[('emi', 'JJ'), ('deduction', 'NN'), ('failed', 'VBD'), ('month', 'NN'), ('please', 'VB'), ('help', 'NN'), ('complete', 'JJ'), ('payment', 'NN')]","[{'text': 'EMI', 'label': 'ORG'}, {'text': '299', 'label': 'MONEY'}, {'text': 'this month', 'label': 'DATE'}]"
3219,The mobile app is draining my battery too fast. It consumes 20% battery in just 4 hours.,Technical,Neutral,High,17,the mobile app is draining my battery too fast it consumes battery in just hours,"['the', 'mobile', 'app', 'is', 'draining', 'my', 'battery', 'too', 'fast', 'it', 'consumes', 'battery', 'in', 'just', 'hours']","['mobile', 'app', 'draining', 'battery', 'fast', 'consumes', 'battery', 'hours']","['mobile', 'app', 'draining', 'battery', 'fast', 'consumes', 'battery', 'hour']","[('mobile', 'JJ'), ('app', 'NN'), ('draining', 'VBG'), ('battery', 'NN'), ('fast', 'RB'), ('consumes', 'VBZ'), ('battery', 'RB'), ('hour', 'NN')]","[{'text': '20%', 'label': 'PERCENT'}, {'text': 'just 4 hours', 'label': 'TIME'}]"
3220,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Neutral,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']","['sync', 'data', 'across', 'devices', 'sync', 'working', 'fine', 'last', 'update']","['sync', 'data', 'across', 'device', 'sync', 'working', 'fine', 'last', 'update']","[('sync', 'NN'), ('data', 'NNS'), ('across', 'IN'), ('device', 'NN'), ('sync', 'NN'), ('working', 'VBG'), ('fine', 'JJ'), ('last', 'JJ'), ('update', 'NN')]",[]
3221,"The customer support representative was very rude and unhelpful during my call on May 7, 2026. I need this escalated.",Complaint,Negative,High,20,the customer support representative was very rude and unhelpful during my call on may i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'may', 'i', 'need', 'this', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'may', 'need', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'may', 'need', 'escalated']","[('customer', 'NN'), ('support', 'NN'), ('representative', 'JJ'), ('rude', 'NN'), ('unhelpful', 'JJ'), ('call', 'NN'), ('may', 'MD'), ('need', 'VB'), ('escalated', 'VBD')]","[{'text': 'May 7, 2026', 'label': 'DATE'}]"
3222,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Negative,High,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']","['account', 'shows', 'incorrect', 'subscription', 'status', 'shows', 'free', 'plan', 'premium', 'plan']","['account', 'show', 'incorrect', 'subscription', 'status', 'show', 'free', 'plan', 'premium', 'plan']","[('account', 'NN'), ('show', 'NN'), ('incorrect', 'JJ'), ('subscription', 'NN'), ('status', 'NN'), ('show', 'VBP'), ('free', 'JJ'), ('plan', 'NN'), ('premium', 'NN'), ('plan', 'NN')]",[]
3223,"I returned the product on December 15, 2025 and the return was confirmed but the refund has not been processed.",Refund,Neutral,Medium,20,i returned the product on december and the return was confirmed but the refund has not been processed,"['i', 'returned', 'the', 'product', 'on', 'december', 'and', 'the', 'return', 'was', 'confirmed', 'but', 'the', 'refund', 'has', 'not', 'been', 'processed']","['returned', 'product', 'december', 'return', 'confirmed', 'refund', 'processed']","['returned', 'product', 'december', 'return', 'confirmed', 'refund', 'processed']","[('returned', 'VBN'), ('product', 'NN'), ('december', 'NN'), ('return', 'NN'), ('confirmed', 'VBN'), ('refund', 'NN'), ('processed', 'VBD')]","[{'text': 'December 15, 2025', 'label': 'DATE'}]"
3224,Can you provide information about the integration capabilities with Microsoft Teams and the associated costs?,General Inquiry,Neutral,Medium,15,can you provide information about the integration capabilities with microsoft teams and the associated costs,"['can', 'you', 'provide', 'information', 'about', 'the', 'integration', 'capabilities', 'with', 'microsoft', 'teams', 'and', 'the', 'associated', 'costs']","['provide', 'information', 'integration', 'capabilities', 'microsoft', 'teams', 'associated', 'costs']","['provide', 'information', 'integration', 'capability', 'microsoft', 'team', 'associated', 'cost']","[('provide', 'VB'), ('information', 'NN'), ('integration', 'NN'), ('capability', 'NN'), ('microsoft', 'NNP'), ('team', 'NN'), ('associated', 'VBD'), ('cost', 'NN')]","[{'text': 'Microsoft Teams', 'label': 'ORG'}]"
3225,Video calls on your platform drop after exactly 30 minutes. This is affecting my work meetings.,Technical,Neutral,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']","['video', 'calls', 'platform', 'drop', 'exactly', 'minutes', 'affecting', 'work', 'meetings']","['video', 'call', 'platform', 'drop', 'exactly', 'minute', 'affecting', 'work', 'meeting']","[('video', 'NN'), ('call', 'NN'), ('platform', 'NN'), ('drop', 'NN'), ('exactly', 'RB'), ('minute', 'JJ'), ('affecting', 'VBG'), ('work', 'NN'), ('meeting', 'NN')]","[{'text': 'exactly 30 minutes', 'label': 'TIME'}]"
3226,I would like to know if your service is compliant with GDPR regulations for European customers.,General Inquiry,Neutral,Low,16,i would like to know if your service is compliant with gdpr regulations for european customers,"['i', 'would', 'like', 'to', 'know', 'if', 'your', 'service', 'is', 'compliant', 'with', 'gdpr', 'regulations', 'for', 'european', 'customers']","['would', 'like', 'know', 'service', 'compliant', 'gdpr', 'regulations', 'european', 'customers']","['would', 'like', 'know', 'service', 'compliant', 'gdpr', 'regulation', 'european', 'customer']","[('would', 'MD'), ('like', 'VB'), ('know', 'NNP'), ('service', 'NN'), ('compliant', 'NN'), ('gdpr', 'NN'), ('regulation', 'NN'), ('european', 'JJ'), ('customer', 'NN')]","[{'text': 'European', 'label': 'NORP'}]"
3227,"The search functionality is broken. When I search for invoice, no results are displayed.",Technical,Negative,High,14,the search functionality is broken when i search for invoice no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'invoice', 'no', 'results', 'are', 'displayed']","['search', 'functionality', 'broken', 'search', 'invoice', 'results', 'displayed']","['search', 'functionality', 'broken', 'search', 'invoice', 'result', 'displayed']","[('search', 'NN'), ('functionality', 'NN'), ('broken', 'VBN'), ('search', 'NN'), ('invoice', 'NN'), ('result', 'NN'), ('displayed', 'VBD')]",[]
3228,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Neutral,High,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']","['account', 'shows', 'incorrect', 'subscription', 'status', 'shows', 'free', 'plan', 'premium', 'plan']","['account', 'show', 'incorrect', 'subscription', 'status', 'show', 'free', 'plan', 'premium', 'plan']","[('account', 'NN'), ('show', 'NN'), ('incorrect', 'JJ'), ('subscription', 'NN'), ('status', 'NN'), ('show', 'VBP'), ('free', 'JJ'), ('plan', 'NN'), ('premium', 'NN'), ('plan', 'NN')]",[]
3229,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Positive,Low,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']","[('new', 'JJ'), ('user', 'JJ'), ('interface', 'NN'), ('update', 'JJ'), ('confusing', 'VBG'), ('user', 'NN'), ('friendly', 'JJ'), ('please', 'NN'), ('consider', 'VB'), ('reverting', 'VBG'), ('old', 'JJ'), ('design', 'NN')]",[]
3230,I need to merge two accounts that I accidentally created with different email addresses.,Account,Negative,Critical,14,i need to merge two accounts that i accidentally created with different email addresses,"['i', 'need', 'to', 'merge', 'two', 'accounts', 'that', 'i', 'accidentally', 'created', 'with', 'different', 'email', 'addresses']","['need', 'merge', 'two', 'accounts', 'accidentally', 'created', 'different', 'email', 'addresses']","['need', 'merge', 'two', 'account', 'accidentally', 'created', 'different', 'email', 'address']","[('need', 'MD'), ('merge', 'VB'), ('two', 'CD'), ('account', 'NN'), ('accidentally', 'RB'), ('created', 'VBD'), ('different', 'JJ'), ('email', 'NN'), ('address', 'NN')]","[{'text': 'two', 'label': 'CARDINAL'}]"
3231,"I paid ₹1,499 via UPI but the payment failed and money was deducted from my bank account.",Billing,Negative,Medium,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","[('paid', 'VBN'), ('via', 'IN'), ('upi', 'JJ'), ('payment', 'NN'), ('failed', 'VBD'), ('money', 'NN'), ('deducted', 'VBN'), ('bank', 'NN'), ('account', 'NN')]","[{'text': '1,499', 'label': 'MONEY'}, {'text': 'UPI', 'label': 'ORG'}]"
3232,"The service was not delivered as promised. I am requesting a partial refund of ₹5,000.",Refund,Negative,Medium,15,the service was not delivered as promised i am requesting a partial refund of,"['the', 'service', 'was', 'not', 'delivered', 'as', 'promised', 'i', 'am', 'requesting', 'a', 'partial', 'refund', 'of']","['service', 'delivered', 'promised', 'requesting', 'partial', 'refund']","['service', 'delivered', 'promised', 'requesting', 'partial', 'refund']","[('service', 'NN'), ('delivered', 'VBD'), ('promised', 'JJ'), ('requesting', 'VBG'), ('partial', 'JJ'), ('refund', 'NN')]","[{'text': '5,000', 'label': 'MONEY'}]"
3233,The integration with third-party tools like Zoho CRM would make your product much more useful for teams.,Feedback,Positive,Medium,17,the integration with third party tools like zoho crm would make your product much more useful for teams,"['the', 'integration', 'with', 'third', 'party', 'tools', 'like', 'zoho', 'crm', 'would', 'make', 'your', 'product', 'much', 'more', 'useful', 'for', 'teams']","['integration', 'third', 'party', 'tools', 'like', 'zoho', 'crm', 'would', 'make', 'product', 'much', 'useful', 'teams']","['integration', 'third', 'party', 'tool', 'like', 'zoho', 'crm', 'would', 'make', 'product', 'much', 'useful', 'team']","[('integration', 'NN'), ('third', 'JJ'), ('party', 'NN'), ('tool', 'NN'), ('like', 'IN'), ('zoho', 'NN'), ('crm', 'NN'), ('would', 'MD'), ('make', 'VB'), ('product', 'NN'), ('much', 'JJ'), ('useful', 'JJ'), ('team', 'NN')]","[{'text': 'third', 'label': 'ORDINAL'}, {'text': 'Zoho CRM', 'label': 'PERSON'}]"
3234,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Positive,Medium,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","[('process', 'NN'), ('upgrading', 'VBG'), ('current', 'JJ'), ('plan', 'NN'), ('basic', 'JJ'), ('premium', 'NN'), ('lose', 'NN'), ('data', 'NNS')]",[]
3235,The delivery was 30 days late and the package arrived in a completely damaged condition.,Complaint,Negative,Critical,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']","['delivery', 'days', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']","['delivery', 'day', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']","[('delivery', 'NN'), ('day', 'NN'), ('late', 'JJ'), ('package', 'NN'), ('arrived', 'VBD'), ('completely', 'RB'), ('damaged', 'VBN'), ('condition', 'NN')]","[{'text': '30 days', 'label': 'DATE'}]"
3236,Can you confirm if your service is available in Australia and if pricing is in local currency?,General Inquiry,Neutral,Low,17,can you confirm if your service is available in australia and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'australia', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']","['confirm', 'service', 'available', 'australia', 'pricing', 'local', 'currency']","['confirm', 'service', 'available', 'australia', 'pricing', 'local', 'currency']","[('confirm', 'NN'), ('service', 'NN'), ('available', 'JJ'), ('australia', 'JJ'), ('pricing', 'NN'), ('local', 'JJ'), ('currency', 'NN')]","[{'text': 'Australia', 'label': 'GPE'}]"
3237,I was charged a late fee of $499 even though my payment was submitted on time. Please waive this fee.,Billing,Neutral,Medium,20,i was charged a late fee of even though my payment was submitted on time please waive this fee,"['i', 'was', 'charged', 'a', 'late', 'fee', 'of', 'even', 'though', 'my', 'payment', 'was', 'submitted', 'on', 'time', 'please', 'waive', 'this', 'fee']","['charged', 'late', 'fee', 'even', 'though', 'payment', 'submitted', 'time', 'please', 'waive', 'fee']","['charged', 'late', 'fee', 'even', 'though', 'payment', 'submitted', 'time', 'please', 'waive', 'fee']","[('charged', 'VBN'), ('late', 'JJ'), ('fee', 'NN'), ('even', 'RB'), ('though', 'IN'), ('payment', 'NN'), ('submitted', 'VBN'), ('time', 'NN'), ('please', 'NN'), ('waive', 'JJ'), ('fee', 'NN')]","[{'text': '499', 'label': 'MONEY'}]"
