id,email_text,category,sentiment,priority,email_length,clean_text,tokens
3160,Your website is showing a 404 error on the checkout page. I am unable to complete my purchase.,Technical,Negative,High,18,your website is showing a error on the checkout page i am unable to complete my purchase,"['your', 'website', 'is', 'showing', 'a', 'error', 'on', 'the', 'checkout', 'page', 'i', 'am', 'unable', 'to', 'complete', 'my', 'purchase']"
3161,I was overcharged by $499 on my last order. Please refund the excess amount to my card.,Refund,Negative,Medium,17,i was overcharged by on my last order please refund the excess amount to my card,"['i', 'was', 'overcharged', 'by', 'on', 'my', 'last', 'order', 'please', 'refund', 'the', 'excess', 'amount', 'to', 'my', 'card']"
3162,Can you confirm if your service is available in Singapore and if pricing is in local currency?,General Inquiry,Positive,Medium,17,can you confirm if your service is available in singapore and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'singapore', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']"
3163,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Neutral,Medium,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']"
3164,Your product quality has severely degraded. What I received was nothing like what was advertised.,Complaint,Neutral,Critical,15,your product quality has severely degraded what i received was nothing like what was advertised,"['your', 'product', 'quality', 'has', 'severely', 'degraded', 'what', 'i', 'received', 'was', 'nothing', 'like', 'what', 'was', 'advertised']"
3165,I have been experiencing frequent session timeouts every 10 minutes even while actively using the app.,Technical,Negative,High,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']"
3166,Your chatbot is useless and keeps giving me irrelevant answers. I need to speak to a human agent.,Complaint,Negative,High,18,your chatbot is useless and keeps giving me irrelevant answers i need to speak to a human agent,"['your', 'chatbot', 'is', 'useless', 'and', 'keeps', 'giving', 'me', 'irrelevant', 'answers', 'i', 'need', 'to', 'speak', 'to', 'a', 'human', 'agent']"
3167,"The bulk import feature is not working. When I upload the CSV file, the process never completes.",Technical,Negative,High,17,the bulk import feature is not working when i upload the csv file the process never completes,"['the', 'bulk', 'import', 'feature', 'is', 'not', 'working', 'when', 'i', 'upload', 'the', 'csv', 'file', 'the', 'process', 'never', 'completes']"
3168,The EMI deduction of $19.99 failed this month. Please help me complete the payment.,Billing,Neutral,High,14,the emi deduction of failed this month please help me complete the payment,"['the', 'emi', 'deduction', 'of', 'failed', 'this', 'month', 'please', 'help', 'me', 'complete', 'the', 'payment']"
3169,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Negative,Critical,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']"
3170,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Low,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']"
3171,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,High,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']"
3172,The response time from your support team is completely unacceptable. I waited 12 hours for a simple reply.,Complaint,Negative,High,18,the response time from your support team is completely unacceptable i waited hours for a simple reply,"['the', 'response', 'time', 'from', 'your', 'support', 'team', 'is', 'completely', 'unacceptable', 'i', 'waited', 'hours', 'for', 'a', 'simple', 'reply']"
3173,"My credit card ending in 1234 was charged ₹7,200 but I never received a confirmation email.",Billing,Neutral,High,16,my credit card ending in was charged but i never received a confirmation email,"['my', 'credit', 'card', 'ending', 'in', 'was', 'charged', 'but', 'i', 'never', 'received', 'a', 'confirmation', 'email']"
3174,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Neutral,High,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']"
3175,"I want to request a full refund for my order #ORD-98234 placed on June 1, 2026. The product was defective.",Refund,Negative,Medium,20,i want to request a full refund for my order ord placed on june the product was defective,"['i', 'want', 'to', 'request', 'a', 'full', 'refund', 'for', 'my', 'order', 'ord', 'placed', 'on', 'june', 'the', 'product', 'was', 'defective']"
3176,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Neutral,Critical,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']"
3177,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Negative,Low,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']"
3178,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Neutral,Low,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']"
3179,"My payment of ₹3,500 was deducted but the order was not confirmed. Please check and resolve this issue.",Billing,Neutral,High,18,my payment of was deducted but the order was not confirmed please check and resolve this issue,"['my', 'payment', 'of', 'was', 'deducted', 'but', 'the', 'order', 'was', 'not', 'confirmed', 'please', 'check', 'and', 'resolve', 'this', 'issue']"
3180,Can you please tell me about the pricing plans available for enterprise customers with more than 100 users?,General Inquiry,Neutral,Medium,18,can you please tell me about the pricing plans available for enterprise customers with more than users,"['can', 'you', 'please', 'tell', 'me', 'about', 'the', 'pricing', 'plans', 'available', 'for', 'enterprise', 'customers', 'with', 'more', 'than', 'users']"
3181,The product I received was completely different from what was described on your website. I need a refund.,Refund,Negative,High,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']"
3182,"The search functionality is broken. When I search for payment, no results are displayed.",Technical,Neutral,Critical,14,the search functionality is broken when i search for payment no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'payment', 'no', 'results', 'are', 'displayed']"
3183,The notification emails are going to spam even after whitelisting your domain. Please help.,Technical,Neutral,High,14,the notification emails are going to spam even after whitelisting your domain please help,"['the', 'notification', 'emails', 'are', 'going', 'to', 'spam', 'even', 'after', 'whitelisting', 'your', 'domain', 'please', 'help']"
3184,My account shows outstanding balance of $299 but I have already paid. Please verify and update.,Billing,Negative,Medium,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']"
3185,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,Critical,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']"
3186,The payment gateway shows my transaction of ₹999 as pending for the last 5 days. Please resolve.,Billing,Neutral,High,17,the payment gateway shows my transaction of as pending for the last days please resolve,"['the', 'payment', 'gateway', 'shows', 'my', 'transaction', 'of', 'as', 'pending', 'for', 'the', 'last', 'days', 'please', 'resolve']"
3187,The event was cancelled without any notice and I need a full refund for my ticket worth $99.,Refund,Negative,High,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']"
3188,"I was promised a callback within 24 hours on January 5, 2026 but no one called. This is unacceptable.",Complaint,Negative,High,19,i was promised a callback within hours on january but no one called this is unacceptable,"['i', 'was', 'promised', 'a', 'callback', 'within', 'hours', 'on', 'january', 'but', 'no', 'one', 'called', 'this', 'is', 'unacceptable']"
3189,What happens to my data if I decide to cancel my subscription? How long is data retained?,General Inquiry,Positive,Medium,17,what happens to my data if i decide to cancel my subscription how long is data retained,"['what', 'happens', 'to', 'my', 'data', 'if', 'i', 'decide', 'to', 'cancel', 'my', 'subscription', 'how', 'long', 'is', 'data', 'retained']"
3190,"I am extremely disappointed with the quality of service I received from your support team on June 1, 2026.",Complaint,Negative,Critical,19,i am extremely disappointed with the quality of service i received from your support team on june,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'june']"
3191,The application crashes every time I try to upload a file larger than 50 MB. Please fix this bug.,Technical,Neutral,Critical,19,the application crashes every time i try to upload a file larger than mb please fix this bug,"['the', 'application', 'crashes', 'every', 'time', 'i', 'try', 'to', 'upload', 'a', 'file', 'larger', 'than', 'mb', 'please', 'fix', 'this', 'bug']"
3192,I cancelled my subscription within the trial period but have not received my refund of $299.,Refund,Negative,Medium,16,i cancelled my subscription within the trial period but have not received my refund of,"['i', 'cancelled', 'my', 'subscription', 'within', 'the', 'trial', 'period', 'but', 'have', 'not', 'received', 'my', 'refund', 'of']"
3193,What happens to my data if I decide to cancel my subscription? How long is data retained?,General Inquiry,Neutral,Low,17,what happens to my data if i decide to cancel my subscription how long is data retained,"['what', 'happens', 'to', 'my', 'data', 'if', 'i', 'decide', 'to', 'cancel', 'my', 'subscription', 'how', 'long', 'is', 'data', 'retained']"
3194,Push notifications stopped working on my iPhone after updating to iOS 16.,Technical,Neutral,Critical,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']"
3195,Push notifications stopped working on my iPhone after updating to iOS 15.1.,Technical,Negative,High,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']"
3196,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Positive,Low,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']"
3197,"Please update my billing address on my account. My new address is 45 Park Street, Mumbai, MH 400001.",Billing,Negative,High,18,please update my billing address on my account my new address is park street mumbai mh,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'park', 'street', 'mumbai', 'mh']"
3198,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Neutral,Medium,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']"
3199,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,Critical,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']"
3200,I am unable to download my invoice for the month of February. The download button is not working.,Billing,Negative,Medium,18,i am unable to download my invoice for the month of february the download button is not working,"['i', 'am', 'unable', 'to', 'download', 'my', 'invoice', 'for', 'the', 'month', 'of', 'february', 'the', 'download', 'button', 'is', 'not', 'working']"
3201,I have been experiencing frequent session timeouts every 20 minutes even while actively using the app.,Technical,Negative,Critical,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']"
3202,I have raised this issue 5 times through different channels and still have not received a solution.,Complaint,Neutral,High,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']"
3203,I am unable to export my data in CSV format. The export button does not respond when clicked.,Technical,Negative,High,18,i am unable to export my data in csv format the export button does not respond when clicked,"['i', 'am', 'unable', 'to', 'export', 'my', 'data', 'in', 'csv', 'format', 'the', 'export', 'button', 'does', 'not', 'respond', 'when', 'clicked']"
3204,Please help me transfer my account data to a new account that I have created with a different email.,Account,Negative,Critical,19,please help me transfer my account data to a new account that i have created with a different email,"['please', 'help', 'me', 'transfer', 'my', 'account', 'data', 'to', 'a', 'new', 'account', 'that', 'i', 'have', 'created', 'with', 'a', 'different', 'email']"
3205,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Neutral,Critical,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']"
3206,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Negative,High,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']"
3207,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Negative,High,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']"
3208,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Positive,Medium,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']"
3209,The browser extension is conflicting with other extensions and causing my browser to crash.,Technical,Neutral,High,14,the browser extension is conflicting with other extensions and causing my browser to crash,"['the', 'browser', 'extension', 'is', 'conflicting', 'with', 'other', 'extensions', 'and', 'causing', 'my', 'browser', 'to', 'crash']"
3210,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,Critical,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']"
3211,Please deactivate my account as I no longer wish to use your services. Delete all my personal data.,Account,Negative,High,18,please deactivate my account as i no longer wish to use your services delete all my personal data,"['please', 'deactivate', 'my', 'account', 'as', 'i', 'no', 'longer', 'wish', 'to', 'use', 'your', 'services', 'delete', 'all', 'my', 'personal', 'data']"
3212,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,High,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']"
3213,I would love to have a bulk action feature that allows me to update multiple records at once.,Feedback,Negative,Low,18,i would love to have a bulk action feature that allows me to update multiple records at once,"['i', 'would', 'love', 'to', 'have', 'a', 'bulk', 'action', 'feature', 'that', 'allows', 'me', 'to', 'update', 'multiple', 'records', 'at', 'once']"
3214,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Negative,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']"
3215,I have been waiting for a resolution for 7 days and no one has bothered to follow up with me.,Complaint,Neutral,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']"
3216,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Low,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']"
3217,"The installation technician who visited my home on June 1, 2026 was unprofessional and left a mess.",Complaint,Negative,High,17,the installation technician who visited my home on june was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'june', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']"
3218,The EMI deduction of $299 failed this month. Please help me complete the payment.,Billing,Neutral,High,14,the emi deduction of failed this month please help me complete the payment,"['the', 'emi', 'deduction', 'of', 'failed', 'this', 'month', 'please', 'help', 'me', 'complete', 'the', 'payment']"
3219,The mobile app is draining my battery too fast. It consumes 20% battery in just 4 hours.,Technical,Neutral,High,17,the mobile app is draining my battery too fast it consumes battery in just hours,"['the', 'mobile', 'app', 'is', 'draining', 'my', 'battery', 'too', 'fast', 'it', 'consumes', 'battery', 'in', 'just', 'hours']"
3220,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Neutral,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']"
3221,"The customer support representative was very rude and unhelpful during my call on May 7, 2026. I need this escalated.",Complaint,Negative,High,20,the customer support representative was very rude and unhelpful during my call on may i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'may', 'i', 'need', 'this', 'escalated']"
3222,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Negative,High,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']"
3223,"I returned the product on December 15, 2025 and the return was confirmed but the refund has not been processed.",Refund,Neutral,Medium,20,i returned the product on december and the return was confirmed but the refund has not been processed,"['i', 'returned', 'the', 'product', 'on', 'december', 'and', 'the', 'return', 'was', 'confirmed', 'but', 'the', 'refund', 'has', 'not', 'been', 'processed']"
3224,Can you provide information about the integration capabilities with Microsoft Teams and the associated costs?,General Inquiry,Neutral,Medium,15,can you provide information about the integration capabilities with microsoft teams and the associated costs,"['can', 'you', 'provide', 'information', 'about', 'the', 'integration', 'capabilities', 'with', 'microsoft', 'teams', 'and', 'the', 'associated', 'costs']"
3225,Video calls on your platform drop after exactly 30 minutes. This is affecting my work meetings.,Technical,Neutral,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']"
3226,I would like to know if your service is compliant with GDPR regulations for European customers.,General Inquiry,Neutral,Low,16,i would like to know if your service is compliant with gdpr regulations for european customers,"['i', 'would', 'like', 'to', 'know', 'if', 'your', 'service', 'is', 'compliant', 'with', 'gdpr', 'regulations', 'for', 'european', 'customers']"
3227,"The search functionality is broken. When I search for invoice, no results are displayed.",Technical,Negative,High,14,the search functionality is broken when i search for invoice no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'invoice', 'no', 'results', 'are', 'displayed']"
3228,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Neutral,High,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']"
3229,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Positive,Low,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']"
3230,I need to merge two accounts that I accidentally created with different email addresses.,Account,Negative,Critical,14,i need to merge two accounts that i accidentally created with different email addresses,"['i', 'need', 'to', 'merge', 'two', 'accounts', 'that', 'i', 'accidentally', 'created', 'with', 'different', 'email', 'addresses']"
3231,"I paid ₹1,499 via UPI but the payment failed and money was deducted from my bank account.",Billing,Negative,Medium,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']"
3232,"The service was not delivered as promised. I am requesting a partial refund of ₹5,000.",Refund,Negative,Medium,15,the service was not delivered as promised i am requesting a partial refund of,"['the', 'service', 'was', 'not', 'delivered', 'as', 'promised', 'i', 'am', 'requesting', 'a', 'partial', 'refund', 'of']"
3233,The integration with third-party tools like Zoho CRM would make your product much more useful for teams.,Feedback,Positive,Medium,17,the integration with third party tools like zoho crm would make your product much more useful for teams,"['the', 'integration', 'with', 'third', 'party', 'tools', 'like', 'zoho', 'crm', 'would', 'make', 'your', 'product', 'much', 'more', 'useful', 'for', 'teams']"
3234,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Positive,Medium,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']"
3235,The delivery was 30 days late and the package arrived in a completely damaged condition.,Complaint,Negative,Critical,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']"
3236,Can you confirm if your service is available in Australia and if pricing is in local currency?,General Inquiry,Neutral,Low,17,can you confirm if your service is available in australia and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'australia', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']"
3237,I was charged a late fee of $499 even though my payment was submitted on time. Please waive this fee.,Billing,Neutral,Medium,20,i was charged a late fee of even though my payment was submitted on time please waive this fee,"['i', 'was', 'charged', 'a', 'late', 'fee', 'of', 'even', 'though', 'my', 'payment', 'was', 'submitted', 'on', 'time', 'please', 'waive', 'this', 'fee']"
3238,I want to share positive feedback about your customer support agent Emily who was extremely helpful.,Feedback,Positive,Medium,16,i want to share positive feedback about your customer support agent emily who was extremely helpful,"['i', 'want', 'to', 'share', 'positive', 'feedback', 'about', 'your', 'customer', 'support', 'agent', 'emily', 'who', 'was', 'extremely', 'helpful']"
3239,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Negative,Critical,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']"
3240,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']"
3241,My account was suspended without any prior notice or explanation. Please tell me the reason.,Account,Negative,High,15,my account was suspended without any prior notice or explanation please tell me the reason,"['my', 'account', 'was', 'suspended', 'without', 'any', 'prior', 'notice', 'or', 'explanation', 'please', 'tell', 'me', 'the', 'reason']"
3242,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Positive,Medium,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']"
3243,I cancelled my subscription within the trial period but have not received my refund of $99.,Refund,Negative,Medium,16,i cancelled my subscription within the trial period but have not received my refund of,"['i', 'cancelled', 'my', 'subscription', 'within', 'the', 'trial', 'period', 'but', 'have', 'not', 'received', 'my', 'refund', 'of']"
3244,I need to update my mobile number linked to my account from +91-7654321098 to +1-555-9876.,Account,Neutral,Critical,15,i need to update my mobile number linked to my account from to,"['i', 'need', 'to', 'update', 'my', 'mobile', 'number', 'linked', 'to', 'my', 'account', 'from', 'to']"
3245,Video calls on your platform drop after exactly 15 minutes. This is affecting my work meetings.,Technical,Negative,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']"
3246,I have been experiencing frequent session timeouts every 10 minutes even while actively using the app.,Technical,Negative,High,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']"
3247,"I need a GST invoice for my payment of ₹1,499 made on May 7, 2026 for my business records.",Billing,Neutral,High,19,i need a gst invoice for my payment of made on may for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'may', 'for', 'my', 'business', 'records']"
3248,My flight was cancelled by the airline and I am requesting a full refund of $299 for my booking.,Refund,Neutral,High,19,my flight was cancelled by the airline and i am requesting a full refund of for my booking,"['my', 'flight', 'was', 'cancelled', 'by', 'the', 'airline', 'and', 'i', 'am', 'requesting', 'a', 'full', 'refund', 'of', 'for', 'my', 'booking']"
3249,"The customer support representative was very rude and unhelpful during my call on February 12, 2026. I need this escalated.",Complaint,Negative,Critical,20,the customer support representative was very rude and unhelpful during my call on february i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'february', 'i', 'need', 'this', 'escalated']"
3250,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Neutral,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']"
3251,I want to enable two-factor authentication on my account but the option is not available.,Account,Negative,High,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']"
3252,I received a bill for $149 but my plan is for $39.99 per month. Please correct this billing error.,Billing,Negative,High,19,i received a bill for but my plan is for per month please correct this billing error,"['i', 'received', 'a', 'bill', 'for', 'but', 'my', 'plan', 'is', 'for', 'per', 'month', 'please', 'correct', 'this', 'billing', 'error']"
3253,"The installation technician who visited my home on December 15, 2025 was unprofessional and left a mess.",Complaint,Negative,High,17,the installation technician who visited my home on december was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'december', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']"
3254,Your chatbot is useless and keeps giving me irrelevant answers. I need to speak to a human agent.,Complaint,Negative,Critical,18,your chatbot is useless and keeps giving me irrelevant answers i need to speak to a human agent,"['your', 'chatbot', 'is', 'useless', 'and', 'keeps', 'giving', 'me', 'irrelevant', 'answers', 'i', 'need', 'to', 'speak', 'to', 'a', 'human', 'agent']"
